#Maquina;Producto;Elemento;Proc-Puerto;Estado
tehrhov4;Micro Focus Enterprise Server;Región CICS;55037;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55038;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55039;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55040;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55041;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55093;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55094;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55095;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55096;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55097;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55098;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55099;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55100;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55101;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55102;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55103;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55106;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55107;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8001;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8002;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8003;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8004;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8005;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8006;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8007;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8008;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8009;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8010;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8011;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8012;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8013;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8014;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8015;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8016;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8017;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8018;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8019;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8020;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8021;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8022;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8023;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8024;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8025;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8026;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8027;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8028;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8029;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8030;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8031;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8032;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8033;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8034;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8035;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8036;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8037;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8038;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8039;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8040;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8041;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8042;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8043;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8044;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8045;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8046;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8047;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8048;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8050;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8051;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8052;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8053;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8054;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8055;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8056;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8057;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8058;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8059;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8060;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8061;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8062;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8063;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8064;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8065;[OK]
tehrhov4;Micro Focus Enterprise Server;Región BATCH;55000;[OK]
tehrhov4;Micro Focus Enterprise Server;Región BATCH;9422;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23001;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23002;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23003;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23004;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23005;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23006;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23007;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23008;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23009;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23010;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23011;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23012;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23013;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23014;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23015;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23016;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23017;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23018;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23019;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23020;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23021;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23022;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23023;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23024;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23025;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23026;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23027;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23028;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23029;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23030;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23031;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23032;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23033;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23034;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23035;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23036;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23037;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23038;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23039;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23040;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23041;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23091;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23092;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23093;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23094;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23095;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23096;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23097;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23098;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23099;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23100;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23101;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23102;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23103;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23106;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23107;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;23108;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;50091;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;50092;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;50108;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55000;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55001;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55002;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55003;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55004;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55005;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55006;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55007;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55008;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55009;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55010;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55011;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55012;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55013;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55014;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55015;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55016;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55017;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55018;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55019;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55020;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55021;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55022;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55023;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55024;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55025;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55026;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55027;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55028;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55029;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55030;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55031;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55032;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55033;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55034;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55035;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55036;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55037;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55038;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55039;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55040;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55041;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55093;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55094;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55095;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55096;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55097;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55098;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55099;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55100;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55101;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55102;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55103;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55106;[OK]
tehrhov4;Micro Focus Enterprise Server;Región CICS;55107;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8001;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8002;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8003;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8004;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8005;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8006;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8007;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8008;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8009;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8010;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8011;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8012;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8013;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8014;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8015;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8016;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8017;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8018;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8019;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8020;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8021;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8022;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8023;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8024;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8025;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8026;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8027;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8028;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8029;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8030;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8031;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8032;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8033;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8034;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8035;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8036;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8037;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8038;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8039;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8040;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8041;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8042;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8043;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8044;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8045;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8046;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8047;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8048;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8050;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8051;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8052;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8053;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8054;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8055;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8056;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8057;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8058;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8059;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8060;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8061;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8062;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8063;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8064;[OK]
tehrhov4;Micro Focus Enterprise Server;Región TCPIP;8065;[OK]
tehrhov4;Micro Focus Enterprise Server;Región BATCH;55000;[OK]
tehrhov4;Micro Focus Enterprise Server;Región BATCH;9422;[OK]
tehrhov7;Conector Consist AD;;/apps/adsconnector/adsdaemn;[OK]
tehrhov7;Conector Consist AD;;7672;[OK]
tehrhov7;Micro Focus Enterprise Server;MDFS;/apps/microfocus/EnterpriseDeveloper/bin/mfds32;[OK]
tehrhov7;Micro Focus Enterprise Server;Licencia;/var/microfocuslicensing/bin/mfcesd;[OK]
tehrhov7;Micro Focus Enterprise Server;Fileshare;/apps/microfocus/EnterpriseDeveloper/bin/rts32;[OK]
tehrhov7;Micro Focus Enterprise Server;Escwa;/apps/microfocus/EnterpriseDeveloper/bin/escwa32;[OK]
tehrhov7;Micro Focus Enterprise Server;MFDS;86;[OK]
tehrhov7;Micro Focus Enterprise Server;ESCWA;10086;[OK]
tehrhov7;Micro Focus Enterprise Server;Región CICS;23001;[OK]
tehrhov7;Micro Focus Enterprise Server;Región CICS;23002;[OK]
tehrhov7;Micro Focus Enterprise Server;Región CICS;23003;[OK]
tehrhov7;Micro Focus Enterprise Server;Región CICS;23004;[OK]
tehrhov7;Micro Focus Enterprise Server;Región CICS;23005;[OK]
tehrhov7;Micro Focus Enterprise Server;Región CICS;23006;[OK]
tehrhov7;Micro Focus Enterprise Server;Región CICS;23007;[OK]
tehrhov7;Micro Focus Enterprise Server;Región CICS;23008;[OK]
